ODB file name: strainRratio-0
Step Time,U_Y,Total RF Y,Bottom RF Node Count,Upper U Node Count
0.0,0.0,0.0,318,321
0.00999999977648258,0.006545083597302437,458.15585708618164,318,321
0.0199999995529652,0.007938924245536327,535.1875477433205,318,321
0.0299999993294477,0.009045083075761795,589.4625819325447,318,321
0.0399999991059303,0.009755280800163746,610.8835994005203,318,321
0.0500000007450581,0.009999999776482582,615.1159834265709,318,321
0.0599999986588955,0.009755285456776619,597.9859176874161,318,321
0.0700000002980232,0.009045090526342392,548.2722967863083,318,321
0.0799999982118607,0.007938934490084648,470.84140372276306,318,321
0.0900000035762787,0.006545096170157194,373.272708684206,318,321
0.100000001490116,0.005000013392418623,265.1168940216303,318,321
0.109999999403954,0.0034549289848655462,156.96098920842633,318,321
0.119999997317791,0.00206108670681715,59.392028875648975,318,321
0.129999995231628,0.0009549251408316195,-18.039272865804378,318,321
0.140000000596046,0.000244723167270422,-67.75341355893761,318,321
0.150000005960464,3.960888691686981e-14,-84.88396117673256,318,321
0.159999996423721,0.0002447108563501388,-67.75420113885775,318,321
0.170000001788139,0.0009549017413519323,-18.040837085718522,318,321
0.180000007152557,0.0020610543433576822,59.389848440885544,318,321
0.189999997615814,0.0034548910334706306,156.9584127869457,318,321
0.200000002980232,0.0049999733455479145,265.114180624485,318,321
0.209999993443489,0.006545058451592922,373.27013263106346,318,321
0.219999998807907,0.007938902825117111,470.83922451734543,318,321
0.230000004172325,0.009045067243278027,548.2707309126854,318,321
0.239999994635582,0.009755272418260574,597.9851318001747,318,321
0.25,0.009999999776482582,615.1156008839607,318,321
0.259999990463257,0.009755292907357216,597.9861180186272,318,321
0.270000010728836,0.00904510635882616,548.2730129361153,318,321
0.280000001192093,0.007938955910503864,470.8425346016884,318,321
0.28999999165535,0.006545121781527996,373.2741024196148,318,321
0.300000011920929,0.0050000399351119995,265.1183785647154,318,321
0.310000002384186,0.003454954130575061,156.96238276688382,318,321
0.319999992847443,0.0020611081272363663,59.39315836317837,318,321
0.330000013113022,0.0009549407404847443,-18.038554609549465,318,321
0.340000003576279,0.0002447313454467803,-67.75321233831346,318,321
0.349999994039536,2.1564694474562884e-13,-84.88439333229326,318,321
0.360000014305115,0.00024470264906995,-67.75520699843764,318,321
0.370000004768372,0.0009548861999064684,-18.042360885447124,318,321
0.379999995231628,0.002061032922938466,59.38791328109801,318,321
0.389999985694885,0.003454865887761116,156.95621428766754,318,321
0.400000005960464,0.004999946802854538,265.111890822649,318,321
0.409999996423721,0.006545033305883408,373.26793283224106,318,321
0.419999986886978,0.007938881404697895,470.8372890353203,318,321
0.430000007152557,0.009045051410794258,548.269208073616,318,321
0.439999997615814,0.009755264967679977,597.9841247200966,318,321
0.449999988079071,0.009999999776482582,615.1155485510826,318,321
0.46000000834465,0.009755301289260387,597.9866517186165,318,321
0.469999998807907,0.009045121259987354,548.2740657925606,318,321
0.479999989271164,0.00793897733092308,470.8439957499504,318,321
0.490000009536743,0.006545146927237511,373.2758285701275,318,321
0.5,0.005000066477805376,265.12019550800323,318,321
0.509999990463257,0.0034549792762845755,156.9641086003976,318,321
0.519999980926514,0.0020611295476555824,59.394619930535555,318,321
0.529999971389771,0.0009549563401378691,-18.03750336842495,318,321
0.540000021457672,0.0002447395527269691,-67.75267990073189,318,321
0.550000011920929,5.325162511470027e-13,-84.88444608054124,318,321
0.560000002384186,0.00024469447089359164,-67.75583407189697,318,321
0.569999992847443,0.0009548706002533436,-18.043505760462722,318,321
0.579999983310699,0.00206101150251925,59.3863575309515,318,321
0.589999973773956,0.0034548405092209578,156.9543936533155,318,321
0.600000023841858,0.004999920260161161,265.1099813580513,318,321
0.610000014305115,0.006545008160173893,373.26611390709877,318,321
0.620000004768372,0.007938859984278679,470.8357335329056,318,321
0.629999995231628,0.00904503557831049,548.2680630683899,318,321
